set,pdbid,-logKd/Ki
pdbbind,1q65,5.46
pdbbind,5mnr,5.46
pdbbind,5nka,5.46
pdbbind,5txy,5.46
pdbbind,6dzx,5.46
pdbbind,6ekq,5.46
pdbbind,6gdy,5.46
pdbbind,6nxz,5.46
pdbbind,6t1n,5.46
pdbbind,1g7f,5.47
pdbbind,1gi1,5.47
pdbbind,1xh5,5.47
pdbbind,2r0z,5.47
pdbbind,2xde,5.47
pdbbind,4n6g,5.47
pdbbind,4n7m,5.47
pdbbind,4qb3,5.47
pdbbind,5nn5,5.47
pdbbind,5u0f,5.47
pdbbind,6c7w,5.47
pdbbind,1g85,5.48
pdbbind,2cbv,5.48
pdbbind,2zkj,5.48
pdbbind,3bxe,5.48
pdbbind,3iw6,5.48
pdbbind,3zdv,5.48
pdbbind,4jfm,5.48
pdbbind,4kp8,5.48
pdbbind,4pf5,5.48
pdbbind,4uc5,5.48
pdbbind,5aqz,5.48
pdbbind,5hrw,5.48
pdbbind,6dd0,5.48
pdbbind,1pot,5.49
pdbbind,1pyn,5.49
pdbbind,2h4k,5.49
pdbbind,2o0u,5.49
pdbbind,2uy5,5.49
pdbbind,3bvb,5.49
pdbbind,3ga5,5.49
pdbbind,3hmp,5.49
pdbbind,3i73,5.49
pdbbind,4w9f,5.49
pdbbind,5avf,5.49
pdbbind,6g14,5.49
pdbbind,6qr2,5.49
pdbbind,3tza,5.50
pdbbind,3da9,5.51
pdbbind,3kgt,5.51
pdbbind,4k55,5.51
pdbbind,4qxo,5.51
pdbbind,4zba,5.51
pdbbind,4zgk,5.51
pdbbind,5cks,5.51
pdbbind,5oa6,5.51
pdbbind,6dgq,5.51
pdbbind,6gfz,5.51
pdbbind,1kc7,5.52
pdbbind,1oe8,5.52
pdbbind,1ydr,5.52
pdbbind,2cht,5.52
pdbbind,2ydt,5.52
pdbbind,3hzm,5.52
pdbbind,3iog,5.52
pdbbind,4en4,5.52
pdbbind,5f08,5.52
pdbbind,5j1x,5.52
pdbbind,5mrp,5.52
pdbbind,5nn6,5.52
pdbbind,6dgl,5.52
pdbbind,5dus,5.53
pdbbind,1bjv,5.54
pdbbind,2olb,5.54
pdbbind,2y7i,5.54
pdbbind,3bxf,5.54
pdbbind,3jyr,5.54
pdbbind,3ubd,5.54
pdbbind,3v78,5.54
pdbbind,4nxu,5.54
pdbbind,4qij,5.54
pdbbind,4r4c,5.54
pdbbind,5a81,5.54
pdbbind,1g3d,5.55
pdbbind,1njc,5.55
pdbbind,1y3n,5.55
pdbbind,2iuz,5.55
pdbbind,3uzj,5.55
pdbbind,4pqa,5.55
pdbbind,5gja,5.55
pdbbind,5vd3,5.55
pdbbind,6bs4,5.55
pdbbind,6ouv,5.55
pdbbind,4o3f,5.56
pdbbind,6mxc,5.56
pdbbind,1jak,5.57
pdbbind,1njd,5.57
pdbbind,2nmx,5.57
pdbbind,3bex,5.57
pdbbind,3coz,5.57
pdbbind,3uxl,5.57
pdbbind,3vtr,5.57
pdbbind,6i12,5.57
pdbbind,3jup,5.58
pdbbind,3su5,5.58
pdbbind,1f4x,5.59
pdbbind,1fo0,5.59
pdbbind,1mfi,5.59
pdbbind,3sha,5.59
pdbbind,4bqh,5.59
pdbbind,4cwn,5.59
pdbbind,4tkb,5.59
pdbbind,5afv,5.59
pdbbind,5n9r,5.59
pdbbind,5t9w,5.59
pdbbind,6fnr,5.59
pdbbind,6t1o,5.59
pdbbind,1vfn,5.60
pdbbind,2wca,5.60
pdbbind,2yhw,5.60
pdbbind,3bl1,5.60
pdbbind,3e6y,5.60
pdbbind,3qps,5.60
pdbbind,4zzy,5.60
pdbbind,6h1d,5.60
pdbbind,3u5j,5.61
pdbbind,6n3v,5.61
pdbbind,1ejn,5.62
pdbbind,2bmk,5.62
pdbbind,3e3c,5.62
pdbbind,3ip9,5.62
pdbbind,3ldp,5.62
pdbbind,3lpl,5.62
pdbbind,3nes,5.62
pdbbind,4dzy,5.62
pdbbind,4iid,5.62
pdbbind,4j48,5.62
pdbbind,5wgp,5.62
pdbbind,6h29,5.62
pdbbind,6j3o,5.62
pdbbind,3gy3,5.63
pdbbind,3rf5,5.63
pdbbind,5d0c,5.63
pdbbind,5jq5,5.63
pdbbind,1f57,5.64
pdbbind,1y3v,5.64
pdbbind,1z9g,5.64
pdbbind,2ojg,5.64
pdbbind,2reg,5.64
pdbbind,3fwv,5.64
pdbbind,3n86,5.64
pdbbind,3s8l,5.64
pdbbind,4deu,5.64
pdbbind,6ets,5.64
pdbbind,6j0g,5.64
pdbbind,3q7q,5.65
pdbbind,1n5r,5.66
pdbbind,1nhu,5.66
pdbbind,2aod,5.66
pdbbind,2erz,5.66
pdbbind,2x97,5.66
pdbbind,3ery,5.66
pdbbind,3td4,5.66
pdbbind,3zi8,5.66
pdbbind,4zek,5.66
pdbbind,5c28,5.66
pdbbind,5g5z,5.66
pdbbind,6cjv,5.66
pdbbind,6jaw,5.66
pdbbind,6pi6,5.66
pdbbind,2h15,5.67
pdbbind,2pqz,5.67
pdbbind,2qwf,5.67
pdbbind,4ncn,5.67
pdbbind,5ouh,5.67
pdbbind,6f28,5.67
pdbbind,6gon,5.67
pdbbind,1gnn,5.68
pdbbind,2c92,5.68
pdbbind,2cbu,5.68
pdbbind,2q8z,5.68
pdbbind,2uyq,5.68
pdbbind,3oil,5.68
pdbbind,4c52,5.68
pdbbind,4det,5.68
pdbbind,4l4z,5.68
pdbbind,4q9y,5.68
pdbbind,5n18,5.68
pdbbind,5o2d,5.68
pdbbind,6qge,5.68
pdbbind,6bdy,5.69
pdbbind,1a99,5.70
pdbbind,1egh,5.70
pdbbind,1g98,5.70
pdbbind,1jsv,5.70
pdbbind,1n1m,5.70
pdbbind,1pgp,5.70
pdbbind,2a14,5.70
pdbbind,2avm,5.70
pdbbind,2f2h,5.70
pdbbind,2h3e,5.70
pdbbind,2i4z,5.70
pdbbind,2ya6,5.70
pdbbind,3acx,5.70
pdbbind,3c4h,5.70
pdbbind,3d4y,5.70
pdbbind,3fhb,5.70
pdbbind,3kku,5.70
pdbbind,4bs0,5.70
pdbbind,4f39,5.70
pdbbind,4j28,5.70
pdbbind,4l2l,5.70
pdbbind,4pzv,5.70
pdbbind,5dlx,5.70
pdbbind,5lz4,5.70
pdbbind,5mro,5.70
pdbbind,6f9g,5.70
pdbbind,6hd6,5.70
pdbbind,6jay,5.70
pdbbind,6n8x,5.70
pdbbind,6o5g,5.70
pdbbind,2uz9,5.71
pdbbind,3wvm,5.71
pdbbind,6q60,5.71
pdbbind,2qg0,5.72
pdbbind,2v25,5.72
pdbbind,3jvr,5.72
pdbbind,3shc,5.72
pdbbind,4br3,5.72
pdbbind,4dkp,5.72
pdbbind,4zw6,5.72
pdbbind,6eyt,5.72
pdbbind,3bqc,5.73
pdbbind,3m3z,5.73
pdbbind,4j44,5.73
pdbbind,1o33,5.74
pdbbind,1o5e,5.74
pdbbind,1qy2,5.74
pdbbind,1zdp,5.74
pdbbind,2pgz,5.74
pdbbind,2pqc,5.74
pdbbind,3gy2,5.74
pdbbind,3ivx,5.74
pdbbind,3pb7,5.74
pdbbind,3wz7,5.74
pdbbind,4lps,5.74
pdbbind,4o2b,5.74
pdbbind,4tkh,5.74
pdbbind,5cbr,5.74
pdbbind,5eis,5.74
pdbbind,5mwh,5.74
pdbbind,5om7,5.74
pdbbind,5ota,5.74
pdbbind,5u4b,5.74
pdbbind,6mh7,5.74
pdbbind,2ya8,5.75
pdbbind,4mn3,5.75
pdbbind,5zdb,5.75
pdbbind,6e6m,5.75
pdbbind,6i8t,5.75
pdbbind,1p1o,5.76
pdbbind,2qta,5.76
pdbbind,4a95,5.76
pdbbind,4muv,5.76
pdbbind,4nwc,5.76
pdbbind,6jav,5.76
pdbbind,1jmf,5.77
pdbbind,1ur9,5.77
pdbbind,2boj,5.77
pdbbind,2xp7,5.77
pdbbind,3k00,5.77
pdbbind,3rm4,5.77
pdbbind,4fxq,5.77
pdbbind,4j45,5.77
pdbbind,4q9o,5.77
pdbbind,5fsn,5.77
pdbbind,5nw7,5.77
pdbbind,5zym,5.77
pdbbind,6eij,5.77
pdbbind,4l4v,5.78
pdbbind,1hmt,5.79
pdbbind,2y5h,5.79
pdbbind,4q4q,5.79
pdbbind,5mo8,5.79
pdbbind,5n31,5.79
pdbbind,6jan,5.79
pdbbind,1kpm,5.80
pdbbind,1ppm,5.80
pdbbind,2q88,5.80
pdbbind,4ezx,5.80
pdbbind,4g8v,5.80
pdbbind,4rhx,5.80
pdbbind,4ymq,5.80
pdbbind,4ysl,5.80
pdbbind,5oei,5.80
pdbbind,6czf,5.80
pdbbind,6eog,5.80
pdbbind,6mnc,5.80
pdbbind,1lkl,5.81
pdbbind,6ey8,5.81
pdbbind,6n3w,5.81
pdbbind,1hdq,5.82
pdbbind,1kav,5.82
pdbbind,1ols,5.82
pdbbind,2nn1,5.82
pdbbind,3b7i,5.82
pdbbind,3gss,5.82
pdbbind,3iue,5.82
pdbbind,3qqa,5.82
pdbbind,3qqs,5.82
pdbbind,3wz8,5.82
pdbbind,4dld,5.82
pdbbind,4e9u,5.82
pdbbind,4lj8,5.82
pdbbind,4p5d,5.82
pdbbind,4r4o,5.82
pdbbind,4rqk,5.82
pdbbind,4z84,5.82
pdbbind,4zec,5.82
pdbbind,5d2r,5.82
pdbbind,5tb6,5.82
pdbbind,6bs3,5.82
pdbbind,6ced,5.82
pdbbind,6ftp,5.82
pdbbind,6i14,5.82
pdbbind,4do5,5.83
pdbbind,4km2,5.84
pdbbind,5dw2,5.84
pdbbind,6bm5,5.84
pdbbind,1k4g,5.85
pdbbind,1o2w,5.85
pdbbind,1ogz,5.85
pdbbind,1q54,5.85
pdbbind,1qbn,5.85
pdbbind,1u1w,5.85
pdbbind,2pu1,5.85
pdbbind,2r3t,5.85
pdbbind,2vmf,5.85
pdbbind,2z94,5.85
pdbbind,3e5u,5.85
pdbbind,3ehy,5.85
pdbbind,4b6r,5.85
pdbbind,4des,5.85
pdbbind,4qdk,5.85
pdbbind,4rww,5.85
pdbbind,5egu,5.85
pdbbind,5eng,5.85
pdbbind,5lso,5.85
pdbbind,5mme,5.85
pdbbind,5ndf,5.85
pdbbind,5oq8,5.85
pdbbind,6d18,5.85
pdbbind,6pvv,5.85
pdbbind,4azc,5.86
pdbbind,4jne,5.86
pdbbind,4xya,5.86
pdbbind,3tcg,5.87
pdbbind,5eh5,5.87
pdbbind,5lif,5.87
pdbbind,5za7,5.87
pdbbind,6gj8,5.87
pdbbind,4cfl,5.88
pdbbind,4zei,5.88
pdbbind,6fmc,5.88
pdbbind,1b3l,5.89
pdbbind,1e1x,5.89
pdbbind,1ydk,5.89
pdbbind,2brm,5.89
pdbbind,2tmn,5.89
pdbbind,3eeb,5.89
pdbbind,3h1x,5.89
pdbbind,3qgw,5.89
pdbbind,3uev,5.89
pdbbind,4arb,5.89
pdbbind,4de0,5.89
pdbbind,4wk1,5.89
pdbbind,5fsy,5.89
pdbbind,5t8p,5.89
pdbbind,6dpx,5.89
pdbbind,6eq2,5.89
pdbbind,1v2n,5.90
pdbbind,2weq,5.90
pdbbind,3old,5.90
pdbbind,5fhn,5.90
pdbbind,5lvl,5.90
pdbbind,6md0,5.90
pdbbind,1ugx,5.91
pdbbind,3ebp,5.91
pdbbind,4csd,5.91
pdbbind,5cp5,5.91
pdbbind,6ey9,5.91
pdbbind,1a4w,5.92
pdbbind,1jao,5.92
pdbbind,1kyv,5.92
pdbbind,1ndv,5.92
pdbbind,1o0h,5.92
pdbbind,1pph,5.92
pdbbind,1qf2,5.92
pdbbind,1qka,5.92
pdbbind,1yds,5.92
pdbbind,1yet,5.92
pdbbind,2ans,5.92
pdbbind,2xn3,5.92
pdbbind,3kgu,5.92
pdbbind,3neo,5.92
pdbbind,3r4m,5.92
pdbbind,3zv7,5.92
pdbbind,4kyh,5.92
pdbbind,4lkk,5.92
pdbbind,4rdn,5.92
pdbbind,4u0f,5.92
pdbbind,4y5d,5.92
pdbbind,5ivc,5.92
pdbbind,5owl,5.92
pdbbind,6eux,5.92
pdbbind,6gw4,5.92
pdbbind,6mh1,5.92
pdbbind,6r8w,5.92
pdbbind,1fv0,5.93
pdbbind,6ej3,5.93
pdbbind,1kv1,5.94
pdbbind,3lmk,5.94
pdbbind,4mr3,5.94
pdbbind,4ra1,5.94
pdbbind,5y13,5.94
pdbbind,2weh,5.95
pdbbind,5a6k,5.95
pdbbind,6epa,5.95
pdbbind,6fz4,5.95
pdbbind,1b9j,5.96
pdbbind,1d6w,5.96
pdbbind,1nl9,5.96
pdbbind,1o36,5.96
pdbbind,1q8u,5.96
pdbbind,2j79,5.96
pdbbind,2xht,5.96
pdbbind,3wz6,5.96
pdbbind,4d4d,5.96
pdbbind,4de1,5.96
pdbbind,4msc,5.96
pdbbind,4w9i,5.96
pdbbind,4zw8,5.96
pdbbind,5od1,5.96
pdbbind,5ovc,5.96
pdbbind,5ttw,5.96
pdbbind,5umx,5.96
pdbbind,5vcw,5.96
pdbbind,6d9s,5.96
pdbbind,6eqp,5.96
pdbbind,1uwt,5.97
pdbbind,4fm8,5.97
pdbbind,4nkt,5.97
pdbbind,4tjz,5.97
pdbbind,4yx4,5.97
pdbbind,1uwu,5.98
pdbbind,6jb4,5.98
pdbbind,3e12,5.99
pdbbind,3huc,5.99
pdbbind,4az5,5.99
pdbbind,6jbb,5.99
pdbbind,1a1e,6.00
pdbbind,1ado,6.00
pdbbind,1c5s,6.00
pdbbind,1ceb,6.00
pdbbind,1d2e,6.00
pdbbind,1f0t,6.00
pdbbind,1jq8,6.00
pdbbind,1ssq,6.00
pdbbind,1xk5,6.00
pdbbind,2bvd,6.00
pdbbind,2gh9,6.00
pdbbind,2izl,6.00
pdbbind,2r43,6.00
pdbbind,2rcn,6.00
pdbbind,2vqt,6.00
pdbbind,2wf5,6.00
pdbbind,3ddg,6.00
pdbbind,3l4w,6.00
pdbbind,3nex,6.00
pdbbind,3ucj,6.00
pdbbind,3uil,6.00
pdbbind,4bb9,6.00
pdbbind,4kwg,6.00
pdbbind,4p3h,6.00
pdbbind,4rr6,6.00
pdbbind,5f0f,6.00
pdbbind,5f1r,6.00
pdbbind,5j82,6.00
pdbbind,5kcb,6.00
pdbbind,5vd1,6.00
pdbbind,6f90,6.00
pdbbind,6qgf,6.00
pdbbind,1b5h,6.01
pdbbind,1eb2,6.01
pdbbind,2vl4,6.01
pdbbind,4b6s,6.01
pdbbind,5mmg,6.01
pdbbind,5uez,6.01
pdbbind,3coy,6.02
pdbbind,3f3c,6.02
pdbbind,3su6,6.02
pdbbind,3zq9,6.02
pdbbind,4og4,6.02
pdbbind,5er1,6.02
pdbbind,5oht,6.02
pdbbind,5yhg,6.02
pdbbind,1okl,6.03
pdbbind,1os0,6.03
pdbbind,1sh9,6.03
pdbbind,1t7d,6.03
pdbbind,2ce9,6.03
pdbbind,4f9u,6.03
pdbbind,4zb8,6.03
pdbbind,5cso,6.03
pdbbind,1xbo,6.04
pdbbind,4km0,6.04
pdbbind,4nuc,6.04
pdbbind,4tkj,6.04
pdbbind,6g3v,6.04
pdbbind,6hm1,6.04
pdbbind,6ic2,6.04
pdbbind,1eoc,6.05
pdbbind,3bgb,6.05
pdbbind,3iss,6.05
pdbbind,3ouj,6.05
pdbbind,3pcf,6.05
pdbbind,4ara,6.05
pdbbind,4kqp,6.05
pdbbind,4m12,6.05
pdbbind,5g2g,6.05
pdbbind,5n0f,6.05
pdbbind,6eln,6.05
pdbbind,1g7q,6.06
pdbbind,1kjr,6.06
pdbbind,1qb6,6.06
pdbbind,2fxs,6.06
pdbbind,2nnd,6.06
pdbbind,3sfg,6.06
pdbbind,4io3,6.06
pdbbind,4l50,6.06
pdbbind,5d3l,6.06
pdbbind,5jhb,6.06
pdbbind,6ge7,6.06
pdbbind,1jmg,6.07
pdbbind,2gst,6.07
pdbbind,2w5g,6.07
pdbbind,3b25,6.07
pdbbind,3c89,6.07
pdbbind,3fvl,6.07
pdbbind,3owj,6.07
pdbbind,6uh0,6.07
pdbbind,1nhz,6.08
pdbbind,2wc3,6.08
pdbbind,2wej,6.08
pdbbind,3bkk,6.08
pdbbind,3iw5,6.08
pdbbind,4kp5,6.08
pdbbind,5h9r,6.08
pdbbind,5u0y,6.08
pdbbind,6qz5,6.08
pdbbind,1o2n,6.09
pdbbind,1ogx,6.09
pdbbind,1w9u,6.09
pdbbind,3p8z,6.09
pdbbind,5d26,6.09
pdbbind,5e7n,6.09
pdbbind,5fso,6.09
pdbbind,6dsp,6.09
pdbbind,6eed,6.09
pdbbind,6hpw,6.09
pdbbind,1azm,6.10
pdbbind,1dzk,6.10
pdbbind,1lgt,6.10
pdbbind,1m2q,6.10
pdbbind,2e7f,6.10
pdbbind,2ewb,6.10
pdbbind,2flr,6.10
pdbbind,2p7a,6.10
pdbbind,2wed,6.10
pdbbind,2yay,6.10
pdbbind,3c8b,6.10
pdbbind,3cke,6.10
pdbbind,3v2n,6.10
pdbbind,4gah,6.10
pdbbind,4kxn,6.10
pdbbind,4kzq,6.10
pdbbind,4l19,6.10
pdbbind,4r5t,6.10
pdbbind,5efh,6.10
pdbbind,6mlo,6.10
pdbbind,1g32,6.11
pdbbind,1m2p,6.11
pdbbind,1o2z,6.11
pdbbind,2qnq,6.11
pdbbind,4kao,6.11
pdbbind,4m7j,6.11
pdbbind,4tqn,6.11
pdbbind,5f1x,6.11
pdbbind,5kax,6.11
pdbbind,6b4d,6.11
pdbbind,6hq7,6.11
pdbbind,1nc1,6.12
pdbbind,1x8r,6.12
pdbbind,2fgv,6.12
pdbbind,2p2a,6.12
pdbbind,2wvt,6.12
pdbbind,3qfy,6.12
pdbbind,4ayp,6.12
pdbbind,4hp0,6.12
pdbbind,4k4j,6.12
pdbbind,6fmj,6.12
pdbbind,6ugn,6.12
pdbbind,6j72,6.13
pdbbind,2c97,6.14
pdbbind,2fqt,6.14
pdbbind,2zym,6.14
pdbbind,4zx1,6.14
pdbbind,5nk9,6.14
pdbbind,5u49,6.14
pdbbind,1u0g,6.15
pdbbind,1zs0,6.15
pdbbind,2r75,6.15
pdbbind,3arw,6.15
pdbbind,4f6u,6.15
pdbbind,5dit,6.15
pdbbind,5ftg,6.15
pdbbind,5wxh,6.15
pdbbind,6eq3,6.15
pdbbind,6g98,6.15
pdbbind,6guk,6.15
pdbbind,6mu3,6.15
pdbbind,1ppc,6.16
pdbbind,2i4j,6.16
pdbbind,4o04,6.16
pdbbind,5nwi,6.16
pdbbind,6ugp,6.16
pdbbind,1a9q,6.17
pdbbind,1d6v,6.17
pdbbind,1k1o,6.17
pdbbind,1ndy,6.17
pdbbind,1yc1,6.17
pdbbind,3bkl,6.17
pdbbind,3hk1,6.17
pdbbind,4aq4,6.17
pdbbind,4b9k,6.17
pdbbind,4fht,6.17
pdbbind,4pfu,6.17
pdbbind,5fnt,6.17
pdbbind,6r8l,6.17
pdbbind,1xhy,6.18
pdbbind,3c8a,6.18
pdbbind,3w9r,6.18
pdbbind,4q6e,6.18
pdbbind,1iy7,6.19
pdbbind,1tq4,6.19
pdbbind,1v2k,6.19
pdbbind,2bt9,6.19
pdbbind,2qbu,6.19
pdbbind,3u5l,6.19
pdbbind,4wrb,6.19
pdbbind,5u0z,6.19
pdbbind,1owe,6.20
pdbbind,1sqt,6.20
pdbbind,2aj8,6.20
pdbbind,4ad2,6.20
pdbbind,4k6i,6.20
pdbbind,4ufi,6.20
pdbbind,1b3h,6.21
pdbbind,3s8n,6.21
pdbbind,3sug,6.21
pdbbind,4cg9,6.21
pdbbind,4mul,6.21
pdbbind,4ymb,6.21
pdbbind,5en3,6.21
pdbbind,5vyy,6.21
pdbbind,1l8g,6.22
pdbbind,2xda,6.22
pdbbind,3acl,6.22
pdbbind,3ip5,6.22
pdbbind,3lpp,6.22
pdbbind,3p2e,6.22
pdbbind,3pd9,6.22
pdbbind,4bqg,6.22
pdbbind,4m0e,6.22
pdbbind,4mdn,6.22
pdbbind,4nja,6.22
pdbbind,6eiz,6.22
pdbbind,6gjn,6.22
pdbbind,6hgi,6.22
pdbbind,1m7d,6.23
pdbbind,4w9j,6.23
pdbbind,5wa8,6.23
pdbbind,5y12,6.23
pdbbind,6qr4,6.23
pdbbind,3vh9,6.24
pdbbind,5lwd,6.24
pdbbind,6eir,6.24
pdbbind,6hh3,6.24
pdbbind,6i61,6.24
pdbbind,1gnm,6.25
pdbbind,2o4z,6.25
pdbbind,2zdn,6.25
pdbbind,3rf4,6.25
pdbbind,4bcp,6.25
pdbbind,1wcq,6.26
pdbbind,3bgz,6.26
pdbbind,3su4,6.26
pdbbind,4r4t,6.26
pdbbind,4ua8,6.26
pdbbind,4wiv,6.26
pdbbind,5oku,6.26
pdbbind,6f1n,6.26
pdbbind,1pbq,6.27
pdbbind,2j94,6.27
pdbbind,3bfu,6.27
pdbbind,4f0c,6.27
pdbbind,4r4i,6.27
pdbbind,6ugr,6.27
pdbbind,1afl,6.28
pdbbind,1atl,6.28
pdbbind,1w3l,6.28
pdbbind,2aog,6.28
pdbbind,4djw,6.28
pdbbind,4q99,6.28
pdbbind,4rd6,6.28
pdbbind,4zb6,6.28
pdbbind,5ia1,6.28
pdbbind,5ix0,6.28
pdbbind,5lz7,6.28
pdbbind,5nz4,6.28
pdbbind,2xyt,6.29
pdbbind,3f48,6.29
pdbbind,3h8b,6.29
pdbbind,3v2q,6.29
pdbbind,4d8z,6.29
pdbbind,4lj5,6.29
pdbbind,4n7u,6.29
pdbbind,4r06,6.29
pdbbind,5za8,6.29
pdbbind,6elo,6.29
pdbbind,6o5a,6.29
pdbbind,1d4p,6.30
pdbbind,1lag,6.30
pdbbind,1wdn,6.30
pdbbind,1wm1,6.30
pdbbind,2oi2,6.30
pdbbind,2q89,6.30
pdbbind,2vrj,6.30
pdbbind,3ebl,6.30
pdbbind,3k5v,6.30
pdbbind,3t70,6.30
pdbbind,4e1k,6.30
pdbbind,4eor,6.30
pdbbind,4etz,6.30
pdbbind,4oag,6.30
pdbbind,4pow,6.30
pdbbind,4q08,6.30
pdbbind,5d25,6.30
pdbbind,5dhu,6.30
pdbbind,5htl,6.30
pdbbind,6qgg,6.30
pdbbind,1nja,6.31
pdbbind,2bal,6.31
pdbbind,2pvu,6.31
pdbbind,3q44,6.31
pdbbind,3u93,6.31
pdbbind,3uew,6.31
pdbbind,4cpy,6.31
pdbbind,4d1j,6.31
pdbbind,4der,6.31
pdbbind,5gmh,6.31
pdbbind,5wij,6.31
pdbbind,1w3j,6.32
pdbbind,2wnc,6.32
pdbbind,2zb1,6.32
pdbbind,3ebh,6.32
pdbbind,3w9k,6.32
pdbbind,5ekm,6.32
pdbbind,5meh,6.32
pdbbind,6pvw,6.32
pdbbind,6rot,6.32
pdbbind,6upj,6.32
pdbbind,1ex8,6.33
pdbbind,2qbr,6.33
pdbbind,4nbl,6.33
pdbbind,4zvi,6.33
pdbbind,5mrb,6.33
pdbbind,5nk7,6.33
pdbbind,5u4d,6.33
pdbbind,1bdq,6.34
pdbbind,1w9v,6.34
pdbbind,1xq0,6.34
pdbbind,3cj5,6.34
pdbbind,3zk6,6.34
pdbbind,4muf,6.34
pdbbind,4z0k,6.34
pdbbind,5kbe,6.34
pdbbind,5m04,6.34
pdbbind,6d5j,6.34
pdbbind,1cbx,6.35
pdbbind,1gjc,6.35
pdbbind,2j7f,6.35
pdbbind,2p09,6.35
pdbbind,3ckp,6.35
pdbbind,3ctt,6.35
pdbbind,3ed0,6.35
pdbbind,3fvh,6.35
pdbbind,3rt8,6.35
pdbbind,5ivv,6.35
pdbbind,5lz5,6.35
pdbbind,5vcz,6.35
pdbbind,6cvf,6.35
pdbbind,1c5q,6.36
pdbbind,1ela,6.36
pdbbind,1o2o,6.36
pdbbind,3oku,6.36
pdbbind,3t6b,6.36
pdbbind,3v2p,6.36
pdbbind,5ant,6.36
pdbbind,5d3x,6.36
pdbbind,5ucj,6.36
pdbbind,5xo7,6.36
pdbbind,1gx8,6.37
pdbbind,1hbv,6.37
pdbbind,1hms,6.37
pdbbind,2qpq,6.37
pdbbind,2w9h,6.37
pdbbind,2zdk,6.37
pdbbind,3qlm,6.37
pdbbind,5d0r,6.37
pdbbind,5vb6,6.37
pdbbind,6u8b,6.37
pdbbind,2hkf,6.38
pdbbind,4yyt,6.38
pdbbind,5nya,6.38
pdbbind,5v7a,6.38
pdbbind,6equ,6.38
pdbbind,4q4p,6.39
pdbbind,5nze,6.39
pdbbind,6csq,6.39
pdbbind,6gf9,6.39
pdbbind,6hoq,6.39
pdbbind,10gs,6.40
pdbbind,1g7v,6.40
pdbbind,1i7z,6.40
pdbbind,1igb,6.40
pdbbind,1usk,6.40
pdbbind,1yvm,6.40
pdbbind,2y8c,6.40
pdbbind,2zdl,6.40
pdbbind,3arq,6.40
pdbbind,3k1j,6.40
pdbbind,3kmc,6.40
pdbbind,3s72,6.40
pdbbind,3tf6,6.40
pdbbind,3zll,6.40
pdbbind,4cga,6.40
pdbbind,4eu0,6.40
pdbbind,4je7,6.40
pdbbind,4mss,6.40
pdbbind,4xy8,6.40
pdbbind,5g61,6.40
pdbbind,5hz8,6.40
pdbbind,5l8y,6.40
pdbbind,5uk8,6.40
pdbbind,6f92,6.40
pdbbind,6g5u,6.40
pdbbind,6gvz,6.40
pdbbind,6idb,6.40
pdbbind,1syh,6.41
pdbbind,2cgf,6.41
pdbbind,2qnp,6.41
pdbbind,2xxx,6.41
pdbbind,2zdm,6.41
pdbbind,3k5x,6.41
pdbbind,3r17,6.41
pdbbind,5ihh,6.41
pdbbind,5jxn,6.41
pdbbind,5v79,6.41
pdbbind,6i65,6.41
pdbbind,6py0,6.41
pdbbind,1o5a,6.42
pdbbind,2j78,6.42
pdbbind,3d2e,6.42
pdbbind,4ufh,6.42
pdbbind,5x62,6.42
pdbbind,6eiq,6.42
pdbbind,6j1l,6.42
pdbbind,1fh9,6.43
