set,pdbid,-logKd/Ki
pdbbind,2b07,6.43
pdbbind,2fqo,6.43
pdbbind,4d3h,6.43
pdbbind,4ge1,6.43
pdbbind,4q4r,6.43
pdbbind,6eeo,6.43
pdbbind,6g9u,6.43
pdbbind,6m8q,6.43
pdbbind,6rtw,6.43
pdbbind,2jh5,6.44
pdbbind,2pvm,6.44
pdbbind,3pfp,6.44
pdbbind,4da5,6.44
pdbbind,4ea2,6.44
pdbbind,4jfk,6.44
pdbbind,4q3u,6.44
pdbbind,5ivy,6.44
pdbbind,5ny1,6.44
pdbbind,5w44,6.44
pdbbind,6hqy,6.44
pdbbind,6qr3,6.44
pdbbind,3qw5,6.45
pdbbind,4kwo,6.45
pdbbind,5fut,6.45
pdbbind,5jss,6.45
pdbbind,1m2r,6.46
pdbbind,1r5y,6.46
pdbbind,1ro6,6.46
pdbbind,2xd9,6.46
pdbbind,2xdx,6.46
pdbbind,3o8p,6.46
pdbbind,3pd8,6.46
pdbbind,4m0y,6.46
pdbbind,4n07,6.46
pdbbind,4ymh,6.46
pdbbind,5dbm,6.46
pdbbind,5efj,6.46
pdbbind,5iwg,6.46
pdbbind,5uc4,6.46
pdbbind,5vb5,6.46
pdbbind,6epy,6.46
pdbbind,6qi7,6.46
pdbbind,1j01,6.47
pdbbind,3cm2,6.47
pdbbind,3s78,6.47
pdbbind,3tfp,6.47
pdbbind,4mhy,6.47
pdbbind,4mq6,6.47
pdbbind,4rd3,6.47
pdbbind,4zji,6.47
pdbbind,5j8u,6.47
pdbbind,5mes,6.47
pdbbind,6b4l,6.47
pdbbind,6np3,6.47
pdbbind,1f4g,6.48
pdbbind,1gpn,6.48
pdbbind,1rpj,6.48
pdbbind,2wnj,6.48
pdbbind,3g3r,6.48
pdbbind,3gsm,6.48
pdbbind,4e67,6.48
pdbbind,4q3t,6.48
pdbbind,5yyf,6.48
pdbbind,6fe0,6.48
pdbbind,6ql1,6.48
pdbbind,1dl7,6.49
pdbbind,3bft,6.49
pdbbind,3mho,6.49
pdbbind,3nw3,6.49
pdbbind,3s0b,6.49
pdbbind,4hw3,6.49
pdbbind,5cu4,6.49
pdbbind,5i2f,6.49
pdbbind,5nw2,6.49
pdbbind,5tuo,6.49
pdbbind,5vd0,6.49
pdbbind,6ftw,6.49
pdbbind,6q54,6.49
pdbbind,2weg,6.50
pdbbind,3bwj,6.50
pdbbind,4kzu,6.50
pdbbind,4mme,6.50
pdbbind,4oc0,6.50
pdbbind,4yxi,6.50
pdbbind,6o5t,6.50
pdbbind,6rfw,6.50
pdbbind,2usn,6.51
pdbbind,2xjj,6.51
pdbbind,3cj4,6.51
pdbbind,3hf8,6.51
pdbbind,3wmc,6.51
pdbbind,4zbi,6.51
pdbbind,5jvi,6.51
pdbbind,5t8o,6.51
pdbbind,6faf,6.51
pdbbind,6if0,6.51
pdbbind,6nyv,6.51
pdbbind,1alw,6.52
pdbbind,1g74,6.52
pdbbind,1k9s,6.52
pdbbind,1qy1,6.52
pdbbind,1zhy,6.52
pdbbind,2h4g,6.52
pdbbind,2nn7,6.52
pdbbind,2nt7,6.52
pdbbind,2oxy,6.52
pdbbind,2zft,6.52
pdbbind,3bva,6.52
pdbbind,3dx3,6.52
pdbbind,3hzv,6.52
pdbbind,3o9p,6.52
pdbbind,3uo4,6.52
pdbbind,4dko,6.52
pdbbind,4dkr,6.52
pdbbind,4uj1,6.52
pdbbind,4zeb,6.52
pdbbind,5g60,6.52
pdbbind,5nw0,6.52
pdbbind,6iez,6.52
pdbbind,2p7g,6.53
pdbbind,3wtj,6.53
pdbbind,1drv,6.54
pdbbind,1o3l,6.54
pdbbind,2h21,6.54
pdbbind,2zfs,6.54
pdbbind,3d0b,6.54
pdbbind,3fuz,6.54
pdbbind,3jvs,6.54
pdbbind,3sr4,6.54
pdbbind,4a4v,6.54
pdbbind,4aqh,6.54
pdbbind,4ht2,6.54
pdbbind,4leq,6.54
pdbbind,4pv5,6.54
pdbbind,4rfr,6.54
pdbbind,4uac,6.54
pdbbind,4w9k,6.54
pdbbind,5cqu,6.54
pdbbind,6gfs,6.54
pdbbind,6u8o,6.54
pdbbind,1dhj,6.55
pdbbind,1hmr,6.55
pdbbind,1hp5,6.55
pdbbind,1n4h,6.55
pdbbind,1yc4,6.55
pdbbind,1yda,6.55
pdbbind,2bok,6.55
pdbbind,2xxr,6.55
pdbbind,3s0e,6.55
pdbbind,4iue,6.55
pdbbind,4og3,6.55
pdbbind,5sym,6.55
pdbbind,5tpx,6.55
pdbbind,6e5t,6.55
pdbbind,2zq2,6.56
pdbbind,4db7,6.56
pdbbind,4lbu,6.56
pdbbind,5oaj,6.56
pdbbind,6f3b,6.56
pdbbind,1sld,6.57
pdbbind,2fqy,6.57
pdbbind,2hzl,6.57
pdbbind,2pwc,6.57
pdbbind,3ove,6.57
pdbbind,3qox,6.57
pdbbind,3tfn,6.57
pdbbind,4fs4,6.57
pdbbind,5er2,6.57
pdbbind,5evz,6.57
pdbbind,5g1a,6.57
pdbbind,5vcy,6.57
pdbbind,6ecz,6.57
pdbbind,1k1i,6.58
pdbbind,2p7z,6.58
pdbbind,3pb9,6.58
pdbbind,4cd4,6.58
pdbbind,1b58,6.59
pdbbind,1fiv,6.59
pdbbind,1izi,6.59
pdbbind,2e91,6.59
pdbbind,2pvh,6.59
pdbbind,2pwr,6.59
pdbbind,3gs6,6.59
pdbbind,3t8v,6.59
pdbbind,4qnb,6.59
pdbbind,4xas,6.59
pdbbind,5ew0,6.59
pdbbind,5l4i,6.59
pdbbind,5vja,6.59
pdbbind,6fag,6.59
pdbbind,1b38,6.60
pdbbind,1g7g,6.60
pdbbind,1jzs,6.60
pdbbind,2euk,6.60
pdbbind,2f7p,6.60
pdbbind,2j4g,6.60
pdbbind,2jdp,6.60
pdbbind,2wly,6.60
pdbbind,3dln,6.60
pdbbind,3ip6,6.60
pdbbind,3lxe,6.60
pdbbind,3v3q,6.60
pdbbind,4dkq,6.60
pdbbind,4h75,6.60
pdbbind,4mr6,6.60
pdbbind,4oc1,6.60
pdbbind,4x8o,6.60
pdbbind,4zzd,6.60
pdbbind,5i88,6.60
pdbbind,5l7e,6.60
pdbbind,5nw1,6.60
pdbbind,5z7j,6.60
pdbbind,6d5g,6.60
pdbbind,6eis,6.60
pdbbind,6i17,6.60
pdbbind,5o87,6.61
pdbbind,6d19,6.61
pdbbind,6fsy,6.61
pdbbind,1afk,6.62
pdbbind,1ii5,6.62
pdbbind,2ews,6.62
pdbbind,2j7b,6.62
pdbbind,2jgs,6.62
pdbbind,2vwc,6.62
pdbbind,3ljo,6.62
pdbbind,3ozp,6.62
pdbbind,4btk,6.62
pdbbind,4er1,6.62
pdbbind,4gfo,6.62
pdbbind,4mpn,6.62
pdbbind,4rd0,6.62
pdbbind,6eqv,6.62
pdbbind,6g38,6.62
pdbbind,2x7t,6.63
pdbbind,2yfe,6.63
pdbbind,3f8f,6.63
pdbbind,4k77,6.63
pdbbind,4lyw,6.63
pdbbind,4xip,6.63
pdbbind,5jt9,6.63
pdbbind,6b97,6.63
pdbbind,6elp,6.63
pdbbind,1lcp,6.64
pdbbind,1sln,6.64
pdbbind,2b1g,6.64
pdbbind,2d3z,6.64
pdbbind,2za0,6.64
pdbbind,3b26,6.64
pdbbind,3fee,6.64
pdbbind,5i2e,6.64
pdbbind,5ko1,6.64
pdbbind,5nk8,6.64
pdbbind,2j75,6.65
pdbbind,3mzc,6.65
pdbbind,4yha,6.65
pdbbind,6cwn,6.65
pdbbind,1a4r,6.66
pdbbind,1cps,6.66
pdbbind,1elc,6.66
pdbbind,1pxp,6.66
pdbbind,1wur,6.66
pdbbind,2xj7,6.66
pdbbind,2yz3,6.66
pdbbind,3pwd,6.66
pdbbind,3zj6,6.66
pdbbind,4v27,6.66
pdbbind,5cy9,6.66
pdbbind,5nxi,6.66
pdbbind,5wyx,6.66
pdbbind,6dar,6.66
pdbbind,6idg,6.66
pdbbind,3g19,6.67
pdbbind,5fho,6.67
pdbbind,5op5,6.67
pdbbind,6b1k,6.67
pdbbind,6bbx,6.67
pdbbind,6plf,6.67
pdbbind,1c5x,6.68
pdbbind,1mai,6.68
pdbbind,2fqw,6.68
pdbbind,2iwx,6.68
pdbbind,2qbs,6.68
pdbbind,3o75,6.68
pdbbind,3su1,6.68
pdbbind,3zhx,6.68
pdbbind,4ca8,6.68
pdbbind,4ew2,6.68
pdbbind,5o4f,6.68
pdbbind,6ayi,6.68
pdbbind,2jew,6.69
pdbbind,2xn5,6.69
pdbbind,5a6x,6.69
pdbbind,5fs5,6.69
pdbbind,5yhe,6.69
pdbbind,5z66,6.69
pdbbind,1b0h,6.70
pdbbind,1b3g,6.70
pdbbind,1eld,6.70
pdbbind,1f3e,6.70
pdbbind,1koj,6.70
pdbbind,1nki,6.70
pdbbind,2a5s,6.70
pdbbind,2evl,6.70
pdbbind,2oxx,6.70
pdbbind,2py4,6.70
pdbbind,3eko,6.70
pdbbind,3hzk,6.70
pdbbind,3mhi,6.70
pdbbind,3pck,6.70
pdbbind,3pgu,6.70
pdbbind,3t60,6.70
pdbbind,3t64,6.70
pdbbind,4ewn,6.70
pdbbind,4f09,6.70
pdbbind,4io2,6.70
pdbbind,4jyc,6.70
pdbbind,4jz1,6.70
pdbbind,4m13,6.70
pdbbind,4m14,6.70
pdbbind,4o2p,6.70
pdbbind,5g17,6.70
pdbbind,5g5v,6.70
pdbbind,5nvv,6.70
pdbbind,6ebe,6.70
pdbbind,6i67,6.70
pdbbind,6n9l,6.70
pdbbind,6rfn,6.70
pdbbind,2f94,6.71
pdbbind,4cd5,6.71
pdbbind,4pvy,6.71
pdbbind,5odx,6.71
pdbbind,5op4,6.71
pdbbind,5tt3,6.71
pdbbind,6ghh,6.71
pdbbind,1rbp,6.72
pdbbind,2jdu,6.72
pdbbind,2vpn,6.72
pdbbind,2xc0,6.72
pdbbind,3aqt,6.72
pdbbind,3gst,6.72
pdbbind,3l4v,6.72
pdbbind,3l4z,6.72
pdbbind,4djv,6.72
pdbbind,4flp,6.72
pdbbind,4i74,6.72
pdbbind,4o0a,6.72
pdbbind,5o58,6.72
pdbbind,5vb7,6.72
pdbbind,5wa5,6.72
pdbbind,5ya5,6.72
pdbbind,5zhl,6.72
pdbbind,6fo5,6.72
pdbbind,6qr9,6.72
pdbbind,1wvj,6.73
pdbbind,4pum,6.73
pdbbind,4r5b,6.73
pdbbind,4w9h,6.73
pdbbind,5am6,6.73
pdbbind,5ia0,6.73
pdbbind,5js3,6.73
pdbbind,1add,6.74
pdbbind,1usi,6.74
pdbbind,2x91,6.74
pdbbind,2zc9,6.74
pdbbind,2zgx,6.74
pdbbind,3dgo,6.74
pdbbind,3fzy,6.74
pdbbind,3m67,6.74
pdbbind,3oim,6.74
pdbbind,4ca6,6.74
pdbbind,4ew3,6.74
pdbbind,4f9y,6.74
pdbbind,4lxz,6.74
pdbbind,5j27,6.74
pdbbind,5nk2,6.74
pdbbind,5za9,6.74
pdbbind,6i66,6.74
pdbbind,6i8y,6.74
pdbbind,6qqz,6.74
pdbbind,3ikd,6.75
pdbbind,4cwt,6.75
pdbbind,6faa,6.75
pdbbind,2on6,6.76
pdbbind,4pvx,6.76
pdbbind,5wa9,6.76
pdbbind,6f9v,6.76
pdbbind,1o30,6.77
pdbbind,1o3j,6.77
pdbbind,1om1,6.77
pdbbind,1ony,6.77
pdbbind,1qb1,6.77
pdbbind,3fas,6.77
pdbbind,3fvn,6.77
pdbbind,3m40,6.77
pdbbind,4cwp,6.77
pdbbind,4loi,6.77
pdbbind,4x48,6.77
pdbbind,5ayt,6.77
pdbbind,5fh8,6.77
pdbbind,5nvw,6.77
pdbbind,6g2o,6.77
pdbbind,3gcu,6.78
pdbbind,5yh8,6.78
pdbbind,5zaf,6.78
pdbbind,6g7a,6.78
pdbbind,6sbt,6.78
pdbbind,2rcb,6.79
pdbbind,3su0,6.79
pdbbind,4ogj,6.79
pdbbind,5y94,6.79
pdbbind,6s4n,6.79
pdbbind,1fl3,6.80
pdbbind,1nq7,6.80
pdbbind,1p1n,6.80
pdbbind,2xhm,6.80
pdbbind,3c88,6.80
pdbbind,3fx6,6.80
pdbbind,3s2v,6.80
pdbbind,5j8m,6.80
pdbbind,5nk6,6.80
pdbbind,6i62,6.80
pdbbind,6np2,6.80
pdbbind,2uwp,6.81
pdbbind,5zae,6.81
pdbbind,1drk,6.82
pdbbind,1fhd,6.82
pdbbind,1jeu,6.82
pdbbind,1k1n,6.82
pdbbind,1lrh,6.82
pdbbind,1o38,6.82
pdbbind,1uwf,6.82
pdbbind,2b1i,6.82
pdbbind,2c94,6.82
pdbbind,2oxd,6.82
pdbbind,2pym,6.82
pdbbind,2rfh,6.82
pdbbind,2v8w,6.82
pdbbind,2xyd,6.82
pdbbind,2zq0,6.82
pdbbind,3dx2,6.82
pdbbind,3m3x,6.82
pdbbind,3s75,6.82
pdbbind,4nue,6.82
pdbbind,4qy3,6.82
pdbbind,5exw,6.82
pdbbind,5vcv,6.82
pdbbind,2xnb,6.83
pdbbind,6e7r,6.83
pdbbind,1bhx,6.84
pdbbind,2y5g,6.84
pdbbind,3ewj,6.84
pdbbind,4kn1,6.84
pdbbind,5cep,6.84
pdbbind,6csr,6.84
pdbbind,1ele,6.85
pdbbind,1g30,6.85
pdbbind,1lkk,6.85
pdbbind,1os5,6.85
pdbbind,1q72,6.85
pdbbind,1qyg,6.85
pdbbind,1xk9,6.85
pdbbind,1xt8,6.85
pdbbind,3n76,6.85
pdbbind,3pn4,6.85
pdbbind,3s8o,6.85
pdbbind,4k3h,6.85
pdbbind,5f1v,6.85
pdbbind,5ie1,6.85
pdbbind,5j64,6.85
pdbbind,6d5e,6.85
pdbbind,6fnj,6.85
pdbbind,3aid,6.86
pdbbind,3pyy,6.86
pdbbind,5dx4,6.86
pdbbind,5fh7,6.86
pdbbind,1cgl,6.87
pdbbind,2zcr,6.87
pdbbind,3tmk,6.87
pdbbind,4mhz,6.87
pdbbind,4re4,6.87
pdbbind,4rvr,6.87
pdbbind,5j0d,6.87
pdbbind,5nih,6.87
pdbbind,5vr8,6.87
pdbbind,6gl9,6.87
pdbbind,1xka,6.88
pdbbind,3oe5,6.88
pdbbind,4bco,6.88
pdbbind,5z99,6.88
pdbbind,6el5,6.88
pdbbind,1b3f,6.89
pdbbind,1fh8,6.89
pdbbind,1jev,6.89
pdbbind,1sb1,6.89
pdbbind,1uz1,6.89
pdbbind,2bfq,6.89
pdbbind,2dri,6.89
pdbbind,2e92,6.89
pdbbind,2f34,6.89
pdbbind,2r3w,6.89
pdbbind,2vk2,6.89
pdbbind,3hu3,6.89
pdbbind,3jya,6.89
pdbbind,3l4x,6.89
pdbbind,3r4n,6.89
pdbbind,4g4p,6.89
pdbbind,4x8v,6.89
pdbbind,6e7t,6.89
pdbbind,6glb,6.89
pdbbind,1k1l,6.90
pdbbind,3cow,6.90
pdbbind,3gbb,6.90
pdbbind,3uyr,6.90
pdbbind,4zzx,6.90
pdbbind,3evd,6.91
pdbbind,4bcm,6.91
pdbbind,5cqt,6.91
pdbbind,1a9m,6.92
pdbbind,1k6v,6.92
pdbbind,1o2j,6.92
pdbbind,1pkx,6.92
pdbbind,1swr,6.92
pdbbind,2d3u,6.92
pdbbind,2uy0,6.92
pdbbind,3bl0,6.92
pdbbind,3lir,6.92
pdbbind,3r1v,6.92
pdbbind,3uex,6.92
pdbbind,3wto,6.92
pdbbind,4qtl,6.92
pdbbind,5d45,6.92
pdbbind,5ymx,6.92
pdbbind,6c9v,6.92
pdbbind,6d5h,6.92
pdbbind,6e7u,6.92
pdbbind,6qr0,6.92
pdbbind,2weo,6.93
pdbbind,4f9w,6.94
pdbbind,4rn4,6.94
pdbbind,4xir,6.94
pdbbind,1tcx,6.95
pdbbind,4k9y,6.95
pdbbind,4q4s,6.95
pdbbind,1atr,6.96
pdbbind,1c5c,6.96
pdbbind,1gvw,6.96
pdbbind,1oyq,6.96
pdbbind,1x8j,6.96
pdbbind,3exe,6.96
pdbbind,3pn1,6.96
pdbbind,4cg8,6.96
pdbbind,4i54,6.96
pdbbind,4jyb,6.96
pdbbind,4loh,6.96
pdbbind,4rpn,6.96
pdbbind,5cst,6.96
pdbbind,5yqx,6.96
pdbbind,6pi5,6.96
pdbbind,3t84,6.97
pdbbind,4nj9,6.97
pdbbind,4xar,6.97
pdbbind,5umy,6.97
pdbbind,5zag,6.97
pdbbind,1my4,6.98
pdbbind,3hv8,6.98
pdbbind,3t83,6.98
pdbbind,4att,6.98
pdbbind,6eif,6.98
pdbbind,6j3p,6.98
pdbbind,3slz,6.99
pdbbind,4bcs,6.99
pdbbind,4fai,6.99
pdbbind,1fki,7.00
pdbbind,1fpc,7.00
pdbbind,1gj6,7.00
pdbbind,1zoh,7.00
pdbbind,2gyi,7.00
pdbbind,2j7g,7.00
pdbbind,2wzf,7.00
pdbbind,3bbb,7.00
pdbbind,3drf,7.00
pdbbind,3drg,7.00
pdbbind,3kdm,7.00
pdbbind,3l4y,7.00
pdbbind,3mhm,7.00
pdbbind,3t82,7.00
pdbbind,3wtm,7.00
pdbbind,3wzn,7.00
pdbbind,3zyu,7.00
pdbbind,4b6o,7.00
pdbbind,4dew,7.00
pdbbind,4fcq,7.00
pdbbind,4riv,7.00
pdbbind,5boj,7.00
pdbbind,5d47,7.00
pdbbind,5edb,7.00
pdbbind,5fl4,7.00
pdbbind,5g2b,7.00
pdbbind,5l8c,7.00
pdbbind,5l9i,7.00
pdbbind,5mwy,7.00
pdbbind,5sz6,7.00
pdbbind,6eq7,7.00
pdbbind,6haz,7.00
pdbbind,6hr2,7.00
pdbbind,6msy,7.00
pdbbind,6mub,7.00
pdbbind,3nht,7.01
pdbbind,6fs1,7.01
pdbbind,6hay,7.01
pdbbind,6hhr,7.01
pdbbind,6i63,7.01
pdbbind,1ypj,7.02
pdbbind,2vwl,7.02
pdbbind,3cdb,7.02
pdbbind,3igp,7.02
pdbbind,3n4b,7.02
pdbbind,3pbb,7.02
pdbbind,6p3v,7.02
pdbbind,1b1h,7.03
pdbbind,2vwm,7.03
pdbbind,4av4,7.03
pdbbind,4ql1,7.03
pdbbind,5epl,7.03
pdbbind,5hz9,7.03
pdbbind,5vsf,7.03
pdbbind,5win,7.03
pdbbind,3wtl,7.04
pdbbind,3wtn,7.04
pdbbind,4p6x,7.04
pdbbind,6qpl,7.04
pdbbind,1b5i,7.05
pdbbind,1xug,7.05
pdbbind,2bq7,7.05
pdbbind,2jxr,7.05
pdbbind,2wer,7.05
pdbbind,3ahn,7.05
pdbbind,3aho,7.05
pdbbind,3i4y,7.05
pdbbind,3s0d,7.05
pdbbind,4h3j,7.05
pdbbind,5lli,7.05
pdbbind,5nvx,7.05
pdbbind,6as8,7.05
pdbbind,6c0s,7.05
pdbbind,1ui0,7.06
pdbbind,3po6,7.06
pdbbind,4cwq,7.06
pdbbind,4zzz,7.06
pdbbind,5e2r,7.06
pdbbind,5uxf,7.06
pdbbind,5zc5,7.06
pdbbind,5zyl,7.06
pdbbind,1ydd,7.07
pdbbind,2f9k,7.07
pdbbind,3cl0,7.07
pdbbind,3ryv,7.07
pdbbind,4oc5,7.07
pdbbind,4qew,7.07
pdbbind,4xiq,7.07
pdbbind,5f5z,7.07
pdbbind,5hva,7.07
pdbbind,5hz5,7.07
pdbbind,5mpn,7.07
pdbbind,1xpz,7.08
pdbbind,2hnx,7.08
pdbbind,3rlp,7.08
pdbbind,4emf,7.08
pdbbind,5l2s,7.08
pdbbind,1lpg,7.09
pdbbind,1yq7,7.09
pdbbind,2bz6,7.09
pdbbind,3f7h,7.09
pdbbind,4c1u,7.09
pdbbind,4ghi,7.09
pdbbind,5gsa,7.09
pdbbind,5k0h,7.09
pdbbind,5y8y,7.09
pdbbind,5zg0,7.09
pdbbind,6hrq,7.09
pdbbind,1b32,7.10
pdbbind,2f7i,7.10
pdbbind,2v57,7.10
pdbbind,2wjg,7.10
pdbbind,3ebi,7.10
pdbbind,3hky,7.10
pdbbind,3udd,7.10
pdbbind,3zdg,7.10
pdbbind,4azg,7.10
pdbbind,4bny,7.10
pdbbind,4uj2,7.10
pdbbind,4w97,7.10
pdbbind,4ymx,7.10
pdbbind,5l9l,7.10
pdbbind,5vd2,7.10
pdbbind,6gxq,7.10
pdbbind,6p83,7.10
pdbbind,4zx4,7.11
pdbbind,5ula,7.11
pdbbind,5vc3,7.11
pdbbind,6dpt,7.11
pdbbind,6ht1,7.11
pdbbind,1b05,7.12
pdbbind,1b52,7.12
pdbbind,1nz7,7.12
pdbbind,1xd0,7.12
pdbbind,1z95,7.12
pdbbind,2pov,7.12
pdbbind,2x2r,7.12
pdbbind,3dx4,7.12
pdbbind,3hww,7.12
pdbbind,4daf,7.12
pdbbind,4e0x,7.12
pdbbind,5upj,7.12
pdbbind,6o48,7.12
pdbbind,1o3d,7.13
pdbbind,2j7d,7.13
pdbbind,3zc5,7.13
pdbbind,4arw,7.13
pdbbind,4b6p,7.13
pdbbind,4kx8,7.13
pdbbind,4zbf,7.13
pdbbind,5lom,7.13
pdbbind,5obg,7.13
pdbbind,2pv1,7.14
pdbbind,2vot,7.14
pdbbind,3ffp,7.14
pdbbind,3n7o,7.14
pdbbind,4ks4,7.14
pdbbind,4wov,7.14
pdbbind,4xaq,7.14
pdbbind,5ehr,7.14
pdbbind,5my8,7.14
pdbbind,6epz,7.14
pdbbind,6fng,7.14
pdbbind,1elb,7.15
pdbbind,1fch,7.15
pdbbind,1pxn,7.15
pdbbind,1xr9,7.15
pdbbind,1zog,7.15
pdbbind,2fqx,7.15
pdbbind,2qnn,7.15
pdbbind,3arp,7.15
pdbbind,3fql,7.15
pdbbind,3n9r,7.15
pdbbind,4c1t,7.15
pdbbind,4ko8,7.15
pdbbind,4xt2,7.15
pdbbind,5hvs,7.15
pdbbind,6fcj,7.15
pdbbind,6mku,7.15
pdbbind,6nfh,7.15
pdbbind,6qr7,7.15
pdbbind,1f0u,7.16
pdbbind,3f3d,7.16
pdbbind,4iva,7.16
pdbbind,4o9w,7.16
pdbbind,6u5y,7.16
pdbbind,1g36,7.17
pdbbind,1o2h,7.17
pdbbind,2doo,7.17
pdbbind,2i6b,7.17
pdbbind,3el4,7.17
pdbbind,3tsk,7.17
pdbbind,4i9h,7.17
pdbbind,4o0x,7.17
pdbbind,5bv3,7.17
pdbbind,5u28,7.17
pdbbind,5v0n,7.17
pdbbind,6g2l,7.17
pdbbind,6hlx,7.17
pdbbind,6htg,7.17
pdbbind,6p9e,7.17
pdbbind,2q63,7.18
pdbbind,2xj2,7.18
pdbbind,5wex,7.18
pdbbind,6e5l,7.18
pdbbind,1fcx,7.19
pdbbind,1gi4,7.19
pdbbind,1hsl,7.19
pdbbind,1q7a,7.19
pdbbind,1z9y,7.19
pdbbind,2j7h,7.19
pdbbind,3f19,7.19
pdbbind,3gdt,7.19
pdbbind,3nsn,7.19
pdbbind,4app,7.19
pdbbind,4zx3,7.19
pdbbind,5am7,7.19
pdbbind,5ha1,7.19
pdbbind,5t9z,7.19
pdbbind,6c7x,7.19
pdbbind,6ndl,7.19
pdbbind,2pow,7.20
pdbbind,2pqb,7.20
pdbbind,2xii,7.20
pdbbind,3c79,7.20
pdbbind,3k2f,7.20
pdbbind,3mz6,7.20
pdbbind,4g8n,7.20
pdbbind,2yek,7.21
pdbbind,3f1a,7.21
pdbbind,3s77,7.21
pdbbind,4av5,7.21
pdbbind,4b73,7.21
pdbbind,5bwc,7.21
pdbbind,5i80,7.21
pdbbind,5kly,7.21
pdbbind,5zg3,7.21
pdbbind,1gvx,7.22
pdbbind,1lan,7.22
pdbbind,1sw2,7.22
pdbbind,2epn,7.22
pdbbind,2h6t,7.22
pdbbind,2hnc,7.22
pdbbind,3cyz,7.22
pdbbind,3dzt,7.22
pdbbind,3k99,7.22
pdbbind,3m35,7.22
pdbbind,3m96,7.22
pdbbind,3pcj,7.22
pdbbind,3uz5,7.22
pdbbind,4cra,7.22
pdbbind,4gfm,7.22
pdbbind,4o0y,7.22
pdbbind,5tfx,7.22
pdbbind,5we9,7.22
pdbbind,6k3l,7.22
pdbbind,3f8e,7.23
pdbbind,4avh,7.23
pdbbind,4djx,7.23
pdbbind,4lxd,7.23
pdbbind,1g2l,7.24
pdbbind,1oyt,7.24
pdbbind,2psv,7.24
pdbbind,3ikg,7.24
pdbbind,3n3g,7.24
pdbbind,3o84,7.24
pdbbind,3p3t,7.24
pdbbind,4azb,7.24
pdbbind,4fm7,7.24
pdbbind,4ha5,7.24
pdbbind,4r75,7.24
pdbbind,5ad1,7.24
pdbbind,5dh4,7.24
pdbbind,5nxw,7.24
pdbbind,5xmx,7.24
pdbbind,6g3q,7.24
pdbbind,6jb0,7.24
pdbbind,1jet,7.25
pdbbind,2ces,7.25
pdbbind,2ole,7.25
pdbbind,2qbw,7.25
pdbbind,3gcs,7.25
pdbbind,3mhl,7.25
pdbbind,3p3r,7.25
pdbbind,1dhi,7.26
pdbbind,1mrx,7.26
pdbbind,2qzr,7.26
pdbbind,2xib,7.26
pdbbind,3cz1,7.26
pdbbind,3gc5,7.26
pdbbind,3p5o,7.26
pdbbind,4ly1,7.26
pdbbind,4nnr,7.26
pdbbind,5hvt,7.26
pdbbind,6mlj,7.26
pdbbind,4itp,7.27
pdbbind,4xit,7.27
pdbbind,6q3y,7.27
pdbbind,1b40,7.28
pdbbind,1hii,7.28
pdbbind,1kel,7.28
pdbbind,2ceq,7.28
pdbbind,2cgr,7.28
pdbbind,2pql,7.28
pdbbind,2qhz,7.28
pdbbind,2yel,7.28
pdbbind,3a6t,7.28
pdbbind,3fl5,7.28
pdbbind,3o7u,7.28
pdbbind,4alx,7.28
pdbbind,4m2w,7.28
pdbbind,4qjx,7.28
pdbbind,5cap,7.28
pdbbind,5i7x,7.28
pdbbind,5i7y,7.28
pdbbind,5ia4,7.28
